id,FlightNum,Origin,Dest,DepTime1,ArrTime1
1397,3831,SJC,LAX,2008-01-03 09:06:00,2008-01-03 10:19:00
1398,3063,SJC,MDW,2008-01-03 14:09:00,2008-01-03 19:55:00
1399,298,SJC,ONT,2008-01-03 22:34:00,2008-01-03 23:33:00
1400,412,SJC,ONT,2008-01-03 20:32:00,2008-01-03 21:35:00
1401,773,SJC,ONT,2008-01-03 08:08:00,2008-01-03 09:09:00
1402,780,SJC,ONT,2008-01-03 16:17:00,2008-01-03 17:26:00
1403,1276,SJC,ONT,2008-01-03 19:25:00,2008-01-03 20:30:00
1404,2558,SJC,ONT,2008-01-03 14:15:00,2008-01-03 15:21:00
1405,173,SJC,PDX,2008-01-03 18:52:00,2008-01-03 20:32:00
1406,343,SJC,PDX,2008-01-03 22:30:00,2008-01-04 00:03:00
1407,3426,SJC,PDX,2008-01-03 12:23:00,2008-01-03 13:51:00
1408,1415,SJC,PHX,2008-01-03 17:10:00,2008-01-03 19:45:00
1409,2725,SJC,PHX,2008-01-03 13:21:00,2008-01-03 15:57:00
1410,3236,SJC,PHX,2008-01-03 18:37:00,2008-01-03 21:19:00
1411,3344,SJC,PHX,2008-01-03 22:00:00,2008-01-04 00:36:00
1412,1209,SJC,RNO,2008-01-03 23:01:00,2008-01-03 23:40:00
1413,2645,SJC,RNO,2008-01-03 17:32:00,2008-01-03 18:18:00
1414,2969,SJC,RNO,2008-01-03 11:51:00,2008-01-03 12:37:00
1415,98,SJC,SAN,2008-01-03 10:54:00,2008-01-03 12:11:00
1416,390,SJC,SAN,2008-01-03 21:39:00,2008-01-03 22:47:00
1417,532,SJC,SAN,2008-01-03 19:46:00,2008-01-03 20:55:00
1418,580,SJC,SAN,2008-01-03 13:53:00,2008-01-03 15:04:00
1419,722,SJC,SAN,2008-01-03 19:15:00,2008-01-03 20:29:00
1420,943,SJC,SAN,2008-01-03 20:18:00,2008-01-03 21:27:00
1421,2268,SJC,SAN,2008-01-03 17:18:00,2008-01-03 18:36:00
1422,2878,SJC,SAN,2008-01-03 11:43:00,2008-01-03 12:56:00
1423,152,SJC,SEA,2008-01-03 08:05:00,2008-01-03 09:52:00
1424,635,SJC,SEA,2008-01-03 14:20:00,2008-01-03 16:07:00
1425,1600,SJC,SEA,2008-01-03 20:23:00,2008-01-03 22:14:00
1426,2965,SJC,SEA,2008-01-03 15:15:00,2008-01-03 16:58:00
1427,1002,SJC,SNA,2008-01-03 14:00:00,2008-01-03 15:07:00
1428,2028,SJC,SNA,2008-01-03 16:40:00,2008-01-03 17:46:00
1429,3411,SJC,SNA,2008-01-03 17:53:00,2008-01-03 19:01:00
1430,2969,SLC,ABQ,2008-01-03 15:57:00,2008-01-03 17:15:00
1431,1022,SLC,BOI,2008-01-03 16:52:00,2008-01-03 17:50:00
1432,1041,SLC,BOI,2008-01-03 10:57:00,2008-01-03 11:54:00
1433,1662,SLC,BOI,2008-01-03 20:14:00,2008-01-03 21:29:00
1434,1678,SLC,BWI,2008-01-03 13:50:00,2008-01-03 19:50:00
1435,410,SLC,DEN,2008-01-03 21:04:00,2008-01-03 22:19:00
1436,963,SLC,DEN,2008-01-03 14:43:00,2008-01-03 15:54:00
1437,1585,SLC,DEN,2008-01-03 20:02:00,2008-01-03 21:20:00
1438,151,SLC,GEG,2008-01-03 13:20:00,2008-01-03 13:49:00
1439,159,SLC,LAS,2008-01-03 21:12:00,2008-01-03 21:29:00
1440,400,SLC,LAS,2008-01-03 19:31:00,2008-01-03 19:45:00
1441,641,SLC,LAS,2008-01-03 17:23:00,2008-01-03 17:42:00
1442,783,SLC,LAS,2008-01-03 15:10:00,2008-01-03 15:25:00
1443,1756,SLC,LAX,2008-01-03 14:03:00,2008-01-03 14:57:00
1444,2377,SLC,LAX,2008-01-03 17:31:00,2008-01-03 18:22:00
1445,2549,SLC,LAX,2008-01-03 10:26:00,2008-01-03 11:24:00
1446,2986,SLC,LAX,2008-01-03 20:51:00,2008-01-03 21:40:00
1447,337,SLC,MDW,2008-01-03 16:59:00,2008-01-03 20:57:00
1448,401,SLC,MDW,2008-01-03 08:40:00,2008-01-03 12:36:00
1449,130,SLC,OAK,2008-01-03 14:25:00,2008-01-03 15:18:00
1450,901,SLC,OAK,2008-01-03 17:54:00,2008-01-03 18:59:00
1451,3743,SLC,OAK,2008-01-03 21:02:00,2008-01-03 22:03:00
1452,1852,SLC,PDX,2008-01-03 19:38:00,2008-01-03 20:26:00
1453,3141,SLC,PDX,2008-01-03 12:50:00,2008-01-03 13:43:00
1454,508,SLC,PHX,2008-01-03 14:37:00,2008-01-03 16:03:00
1455,769,SLC,PHX,2008-01-03 08:37:00,2008-01-03 10:11:00
1456,966,SLC,PHX,2008-01-03 15:47:00,2008-01-03 17:18:00
1457,1214,SLC,PHX,2008-01-03 17:48:00,2008-01-03 19:20:00
1458,1747,SLC,PHX,2008-01-03 21:53:00,2008-01-03 23:22:00
1459,2360,SLC,PHX,2008-01-03 11:21:00,2008-01-03 12:51:00
1460,2369,SLC,PHX,2008-01-03 21:02:00,2008-01-03 22:34:00
1461,3949,SLC,PHX,2008-01-03 06:46:00,2008-01-03 08:28:00
1462,1002,SLC,RNO,2008-01-03 11:32:00,2008-01-03 11:52:00
1463,643,SLC,SEA,2008-01-03 12:10:00,2008-01-03 13:01:00
1464,1660,SLC,SEA,2008-01-03 17:11:00,2008-01-03 18:13:00
1465,70,SLC,STL,2008-01-03 11:39:00,2008-01-03 15:15:00
1466,125,SLC,STL,2008-01-03 16:43:00,2008-01-03 20:13:00
1467,740,SMF,BUR,2008-01-03 18:25:00,2008-01-03 19:31:00
1468,1045,SMF,BUR,2008-01-03 14:00:00,2008-01-03 15:12:00
1469,1252,SMF,BUR,2008-01-03 16:11:00,2008-01-03 17:27:00
1470,1573,SMF,BUR,2008-01-03 11:23:00,2008-01-03 12:31:00
1471,1853,SMF,BUR,2008-01-03 21:41:00,2008-01-03 22:49:00
1472,2540,SMF,BUR,2008-01-03 19:43:00,2008-01-03 20:50:00
1473,157,SMF,LAS,2008-01-03 08:50:00,2008-01-03 10:01:00
1474,446,SMF,LAS,2008-01-03 21:24:00,2008-01-03 22:50:00
1475,728,SMF,LAS,2008-01-03 20:06:00,2008-01-03 21:22:00
1476,908,SMF,LAS,2008-01-03 18:32:00,2008-01-03 19:42:00
1477,1050,SMF,LAS,2008-01-03 14:03:00,2008-01-03 15:21:00
1478,2192,SMF,LAS,2008-01-03 15:44:00,2008-01-03 16:59:00
1479,3232,SMF,LAS,2008-01-03 11:50:00,2008-01-03 13:10:00
1480,71,SMF,LAX,2008-01-03 15:34:00,2008-01-03 16:50:00
1481,73,SMF,LAX,2008-01-03 14:03:00,2008-01-03 15:21:00
1482,386,SMF,LAX,2008-01-03 18:40:00,2008-01-03 19:59:00
1483,2202,SMF,LAX,2008-01-03 19:38:00,2008-01-03 20:55:00
1484,2635,SMF,LAX,2008-01-03 08:07:00,2008-01-03 09:31:00
1485,2815,SMF,LAX,2008-01-03 21:30:00,2008-01-03 22:50:00
1486,3588,SMF,LAX,2008-01-03 16:36:00,2008-01-03 17:59:00
1487,1949,SMF,MCI,2008-01-03 07:12:00,2008-01-03 12:20:00
1488,567,SMF,MDW,2008-01-03 14:55:00,2008-01-03 20:42:00
1489,633,SMF,ONT,2008-01-03 22:40:00,2008-01-03 23:55:00
1490,1424,SMF,ONT,2008-01-03 13:53:00,2008-01-03 15:06:00
1491,1496,SMF,ONT,2008-01-03 16:09:00,2008-01-03 17:23:00
1492,2458,SMF,ONT,2008-01-03 20:28:00,2008-01-03 21:39:00
1493,2807,SMF,ONT,2008-01-03 22:43:00,2008-01-03 23:53:00
1494,3659,SMF,ONT,2008-01-03 17:32:00,2008-01-03 18:48:00
1495,3764,SMF,ONT,2008-01-03 14:39:00,2008-01-03 15:55:00
1496,102,SMF,PDX,2008-01-03 21:27:00,2008-01-03 22:46:00
1497,350,SMF,PDX,2008-01-03 09:10:00,2008-01-03 10:28:00
1498,957,SMF,PDX,2008-01-03 13:54:00,2008-01-03 15:37:00
1499,2121,SMF,PDX,2008-01-03 11:24:00,2008-01-03 12:50:00
1500,2720,SMF,PDX,2008-01-03 17:05:00,2008-01-03 18:26:00
1501,3155,SMF,PDX,2008-01-03 19:21:00,2008-01-03 20:37:00
1502,517,SMF,PHX,2008-01-03 19:56:00,2008-01-03 22:36:00
1503,964,SMF,PHX,2008-01-03 17:22:00,2008-01-03 20:10:00
1504,2786,SMF,PHX,2008-01-03 12:29:00,2008-01-03 15:11:00
1505,3585,SMF,PHX,2008-01-03 21:31:00,2008-01-04 00:11:00
1506,114,SMF,SAN,2008-01-03 18:19:00,2008-01-03 19:42:00
1507,151,SMF,SAN,2008-01-03 18:17:00,2008-01-03 19:37:00
1508,179,SMF,SAN,2008-01-03 13:01:00,2008-01-03 14:23:00
1509,181,SMF,SAN,2008-01-03 21:33:00,2008-01-03 23:00:00
1510,294,SMF,SAN,2008-01-03 12:19:00,2008-01-03 13:49:00
1511,410,SMF,SAN,2008-01-03 14:37:00,2008-01-03 16:01:00
1512,505,SMF,SAN,2008-01-03 10:36:00,2008-01-03 11:56:00
1513,1156,SMF,SAN,2008-01-03 12:19:00,2008-01-03 13:54:00
1514,1395,SMF,SAN,2008-01-03 20:22:00,2008-01-03 21:46:00
1515,1775,SMF,SAN,2008-01-03 15:47:00,2008-01-03 17:08:00
1516,2467,SMF,SAN,2008-01-03 21:56:00,2008-01-03 23:18:00
1517,775,SMF,SEA,2008-01-03 18:20:00,2008-01-03 20:16:00
1518,1010,SMF,SEA,2008-01-03 13:42:00,2008-01-03 15:23:00
1519,3600,SMF,SEA,2008-01-03 20:33:00,2008-01-03 22:15:00
1520,2709,SMF,SNA,2008-01-03 13:52:00,2008-01-03 15:19:00
1521,3072,SMF,SNA,2008-01-03 16:13:00,2008-01-03 17:35:00
1522,486,SNA,LAS,2008-01-03 20:37:00,2008-01-03 21:45:00
1523,693,SNA,LAS,2008-01-03 10:30:00,2008-01-03 11:39:00
1524,1865,SNA,LAS,2008-01-03 15:31:00,2008-01-03 16:32:00
1525,2093,SNA,OAK,2008-01-03 20:16:00,2008-01-03 21:43:00
1526,2796,SNA,OAK,2008-01-03 15:39:00,2008-01-03 17:06:00
1527,3159,SNA,OAK,2008-01-03 17:52:00,2008-01-03 19:20:00
1528,3776,SNA,OAK,2008-01-03 12:53:00,2008-01-03 14:21:00
1529,3853,SNA,OAK,2008-01-03 16:27:00,2008-01-03 17:52:00
1530,1428,SNA,PHX,2008-01-03 06:55:00,2008-01-03 09:24:00
1531,1506,SNA,PHX,2008-01-03 12:31:00,2008-01-03 14:33:00
1532,192,SNA,SJC,2008-01-03 18:50:00,2008-01-03 20:04:00
1533,1413,SNA,SJC,2008-01-03 16:26:00,2008-01-03 17:36:00
1534,1689,SNA,SJC,2008-01-03 07:30:00,2008-01-03 08:44:00
1535,1935,SNA,SJC,2008-01-03 20:44:00,2008-01-03 22:13:00
1536,1941,SNA,SJC,2008-01-03 15:11:00,2008-01-03 16:23:00
1537,970,SNA,SMF,2008-01-03 12:49:00,2008-01-03 14:15:00
1538,2115,SNA,SMF,2008-01-03 18:04:00,2008-01-03 19:21:00
1539,3401,SNA,SMF,2008-01-03 21:08:00,2008-01-03 22:31:00
1540,3501,SNA,SMF,2008-01-03 14:42:00,2008-01-03 16:10:00
1541,1586,STL,ABQ,2008-01-03 08:10:00,2008-01-03 09:36:00
1542,2205,STL,BHM,2008-01-03 17:30:00,2008-01-03 18:48:00
1543,86,STL,BWI,2008-01-03 19:15:00,2008-01-03 22:19:00
1544,406,STL,BWI,2008-01-03 14:45:00,2008-01-03 17:44:00
1545,974,STL,BWI,2008-01-03 10:04:00,2008-01-03 12:56:00
1546,1156,STL,BWI,2008-01-03 22:02:00,2008-01-04 00:45:00
1547,752,STL,CLE,2008-01-03 19:11:00,2008-01-03 21:43:00
1548,283,STL,CMH,2008-01-03 16:56:00,2008-01-03 19:08:00
1549,29,STL,DAL,2008-01-03 12:58:00,2008-01-03 14:29:00
1550,479,STL,DAL,2008-01-03 20:40:00,2008-01-03 22:14:00
1551,513,STL,DAL,2008-01-03 06:38:00,2008-01-03 08:17:00
1552,1679,STL,DAL,2008-01-03 13:24:00,2008-01-03 14:57:00
1553,2007,STL,DAL,2008-01-03 17:49:00,2008-01-03 19:27:00
1554,2361,STL,DAL,2008-01-03 15:13:00,2008-01-03 16:45:00
1555,2889,STL,DTW,2008-01-03 21:16:00,2008-01-03 23:37:00
1556,3949,STL,DTW,2008-01-03 15:47:00,2008-01-03 18:16:00
1557,631,STL,FLL,2008-01-03 09:09:00,2008-01-03 12:40:00
1558,982,STL,HOU,2008-01-03 20:18:00,2008-01-03 22:12:00
1559,983,STL,HOU,2008-01-03 15:06:00,2008-01-03 17:00:00
1560,725,STL,LAS,2008-01-03 18:05:00,2008-01-03 19:40:00
1561,2121,STL,LAS,2008-01-03 06:58:00,2008-01-03 08:30:00
1562,440,STL,LAX,2008-01-03 15:12:00,2008-01-03 17:27:00
1563,2177,STL,LIT,2008-01-03 09:47:00,2008-01-03 10:48:00
1564,2263,STL,LIT,2008-01-03 19:16:00,2008-01-03 20:16:00
1565,977,STL,MCI,2008-01-03 17:48:00,2008-01-03 18:49:00
1566,70,STL,MCO,2008-01-03 15:41:00,2008-01-03 18:52:00
1567,125,STL,MCO,2008-01-03 20:37:00,2008-01-03 23:47:00
1568,146,STL,MDW,2008-01-03 14:32:00,2008-01-03 15:31:00
1569,547,STL,MDW,2008-01-03 09:27:00,2008-01-03 10:26:00
1570,1050,STL,MDW,2008-01-03 21:07:00,2008-01-03 22:29:00
1571,2176,STL,MDW,2008-01-03 15:36:00,2008-01-03 16:32:00
1572,3168,STL,MDW,2008-01-03 20:12:00,2008-01-03 21:30:00
1573,141,STL,OMA,2008-01-03 20:11:00,2008-01-03 21:27:00
1574,484,STL,OMA,2008-01-03 15:54:00,2008-01-03 17:01:00
1575,194,STL,PHX,2008-01-03 20:08:00,2008-01-03 22:45:00
1576,340,STL,PHX,2008-01-03 13:29:00,2008-01-03 15:44:00
1577,2453,STL,PHX,2008-01-03 15:16:00,2008-01-03 17:32:00
1578,87,STL,SDF,2008-01-03 11:58:00,2008-01-03 13:46:00
1579,2039,STL,SDF,2008-01-03 20:38:00,2008-01-03 22:30:00
1580,3743,STL,SLC,2008-01-03 18:20:00,2008-01-03 20:34:00
1581,773,STL,TPA,2008-01-03 17:07:00,2008-01-03 20:14:00
1582,490,STL,TUL,2008-01-03 20:50:00,2008-01-03 22:00:00
1583,360,TPA,ABQ,2008-01-03 17:01:00,2008-01-03 18:52:00
1584,3603,TPA,ALB,2008-01-03 18:26:00,2008-01-03 21:16:00
1585,241,TPA,BDL,2008-01-03 11:13:00,2008-01-03 13:57:00
1586,3399,TPA,BDL,2008-01-03 15:48:00,2008-01-03 18:35:00
1587,472,TPA,BHM,2008-01-03 06:56:00,2008-01-03 07:20:00
1588,3512,TPA,BHM,2008-01-03 20:38:00,2008-01-03 20:56:00
1589,176,TPA,BNA,2008-01-03 13:05:00,2008-01-03 13:48:00
1590,2556,TPA,BNA,2008-01-03 09:31:00,2008-01-03 10:17:00
1591,3492,TPA,BNA,2008-01-03 17:35:00,2008-01-03 18:15:00
1592,2265,TPA,BUF,2008-01-03 11:38:00,2008-01-03 14:15:00
1593,3686,TPA,BUF,2008-01-03 16:01:00,2008-01-03 18:41:00
1594,323,TPA,BWI,2008-01-03 11:15:00,2008-01-03 13:30:00
1595,394,TPA,BWI,2008-01-03 16:26:00,2008-01-03 18:29:00
1596,922,TPA,BWI,2008-01-03 06:07:00,2008-01-03 08:31:00
1597,2292,TPA,BWI,2008-01-03 21:49:00,2008-01-03 23:57:00
1598,3049,TPA,BWI,2008-01-03 09:42:00,2008-01-03 11:54:00
1599,3596,TPA,BWI,2008-01-03 20:06:00,2008-01-03 22:18:00
1600,1240,TPA,CMH,2008-01-03 22:30:00,2008-01-04 00:27:00
1601,3328,TPA,DEN,2008-01-03 13:37:00,2008-01-03 15:18:00
1602,773,TPA,FLL,2008-01-03 20:49:00,2008-01-03 21:41:00
1603,968,TPA,FLL,2008-01-03 14:48:00,2008-01-03 15:43:00
1604,1685,TPA,FLL,2008-01-03 21:41:00,2008-01-03 22:38:00
1605,2802,TPA,FLL,2008-01-03 17:17:00,2008-01-03 18:16:00
1606,3136,TPA,FLL,2008-01-03 20:02:00,2008-01-03 20:59:00
1607,3138,TPA,FLL,2008-01-03 09:29:00,2008-01-03 10:29:00
1608,12,TPA,HOU,2008-01-03 06:47:00,2008-01-03 08:03:00
1609,48,TPA,HOU,2008-01-03 17:25:00,2008-01-03 18:39:00
1610,58,TPA,HOU,2008-01-03 18:54:00,2008-01-03 20:03:00
1611,29,TPA,IAD,2008-01-03 20:21:00,2008-01-03 22:34:00
1612,904,TPA,ISP,2008-01-03 18:09:00,2008-01-03 20:39:00
1613,3311,TPA,ISP,2008-01-03 11:40:00,2008-01-03 14:14:00
1614,629,TPA,JAX,2008-01-03 12:15:00,2008-01-03 13:00:00
1615,82,TPA,LAS,2008-01-03 14:59:00,2008-01-03 16:58:00
1616,3778,TPA,MCI,2008-01-03 08:01:00,2008-01-03 09:47:00
1617,174,TPA,MDW,2008-01-03 19:33:00,2008-01-03 21:43:00
1618,1066,TPA,MDW,2008-01-03 10:32:00,2008-01-03 12:12:00
1619,1690,TPA,MDW,2008-01-03 06:17:00,2008-01-03 07:57:00
1620,2118,TPA,MDW,2008-01-03 12:51:00,2008-01-03 14:27:00
1621,2721,TPA,MDW,2008-01-03 21:41:00,2008-01-03 23:12:00
1622,3229,TPA,MHT,2008-01-03 09:28:00,2008-01-03 12:30:00
1623,125,TPA,MSY,2008-01-03 07:39:00,2008-01-03 08:11:00
1624,1936,TPA,MSY,2008-01-03 14:18:00,2008-01-03 14:53:00
1625,26,TPA,PBI,2008-01-03 22:25:00,2008-01-03 23:11:00
1626,87,TPA,PBI,2008-01-03 16:54:00,2008-01-03 17:44:00
1627,3599,TPA,PBI,2008-01-03 13:20:00,2008-01-03 14:08:00
1628,327,TPA,PHL,2008-01-03 16:39:00,2008-01-03 19:02:00
1629,1574,TPA,PHL,2008-01-03 11:36:00,2008-01-03 14:04:00
1630,1663,TPA,PHL,2008-01-03 22:41:00,2008-01-04 00:58:00
1631,875,TPA,PHX,2008-01-03 15:57:00,2008-01-03 18:31:00
1632,1236,TPA,PIT,2008-01-03 10:20:00,2008-01-03 12:44:00
1633,212,TPA,PVD,2008-01-03 07:30:00,2008-01-03 10:12:00
1634,3318,TPA,PVD,2008-01-03 10:33:00,2008-01-03 13:22:00
1635,85,TPA,RDU,2008-01-03 19:06:00,2008-01-03 20:43:00
1636,201,TPA,RDU,2008-01-03 11:45:00,2008-01-03 13:19:00
1637,1402,TPA,RDU,2008-01-03 07:44:00,2008-01-03 09:24:00
1638,998,TPA,SAT,2008-01-03 17:51:00,2008-01-03 19:30:00
1639,806,TPA,SDF,2008-01-03 09:32:00,2008-01-03 11:35:00
1640,977,TPA,SDF,2008-01-03 14:49:00,2008-01-03 17:05:00
1641,194,TPA,STL,2008-01-03 18:11:00,2008-01-03 19:30:00
1642,3917,TPA,STL,2008-01-03 09:18:00,2008-01-03 10:40:00
1643,574,TUL,DAL,2008-01-03 16:47:00,2008-01-03 17:42:00
1644,1135,TUL,DAL,2008-01-03 13:51:00,2008-01-03 14:50:00
1645,132,TUL,HOU,2008-01-03 17:24:00,2008-01-03 18:43:00
1646,407,TUL,HOU,2008-01-03 12:13:00,2008-01-03 13:47:00
1647,2900,TUL,HOU,2008-01-03 20:12:00,2008-01-03 21:28:00
1648,3915,TUL,MCI,2008-01-03 19:01:00,2008-01-03 19:52:00
1649,343,TUL,PHX,2008-01-03 17:28:00,2008-01-03 19:05:00
1650,3322,TUL,PHX,2008-01-03 13:57:00,2008-01-03 15:38:00
1651,580,TUS,ABQ,2008-01-03 18:04:00,2008-01-03 18:58:00
1652,280,TUS,LAS,2008-01-03 14:56:00,2008-01-03 15:04:00
1653,1131,TUS,LAS,2008-01-03 22:31:00,2008-01-03 22:46:00
1654,2005,TUS,LAS,2008-01-03 16:26:00,2008-01-03 16:34:00
1655,225,TUS,LAX,2008-01-03 16:38:00,2008-01-03 17:07:00
1656,724,TUS,LAX,2008-01-03 20:54:00,2008-01-03 21:28:00
1657,1032,TUS,LAX,2008-01-03 14:03:00,2008-01-03 14:31:00
1658,3831,TUS,MDW,2008-01-03 13:34:00,2008-01-03 18:02:00
1659,644,TUS,SAN,2008-01-03 19:35:00,2008-01-03 19:47:00
1660,1179,TUS,SAN,2008-01-03 15:11:00,2008-01-03 15:21:00
1661,746,ABQ,AMA,2008-01-04 20:03:00,2008-01-04 22:07:00
1662,45,ABQ,DAL,2008-01-04 14:44:00,2008-01-04 17:12:00
1663,230,ABQ,DAL,2008-01-04 22:03:00,2008-01-05 00:30:00
1664,438,ABQ,DAL,2008-01-04 11:37:00,2008-01-04 14:09:00
1665,972,ABQ,DAL,2008-01-04 18:40:00,2008-01-04 21:15:00
1666,2969,ABQ,DAL,2008-01-04 17:37:00,2008-01-04 20:08:00
1667,294,ABQ,DEN,2008-01-04 17:57:00,2008-01-04 19:10:00
1668,3050,ABQ,DEN,2008-01-04 11:55:00,2008-01-04 13:06:00
1669,1925,ABQ,HOU,2008-01-04 19:31:00,2008-01-04 22:25:00
1670,1493,ABQ,LAS,2008-01-04 20:47:00,2008-01-04 21:17:00
1671,2284,ABQ,LAS,2008-01-04 15:40:00,2008-01-04 16:10:00
1672,2788,ABQ,LAS,2008-01-04 18:50:00,2008-01-04 19:20:00
1673,2874,ABQ,LAS,2008-01-04 12:02:00,2008-01-04 12:28:00
1674,467,ABQ,LAX,2008-01-04 12:08:00,2008-01-04 13:15:00
1675,1135,ABQ,LAX,2008-01-04 15:45:00,2008-01-04 16:52:00
1676,2027,ABQ,LAX,2008-01-04 21:01:00,2008-01-04 22:31:00
1677,555,ABQ,LBB,2008-01-04 16:07:00,2008-01-04 18:05:00
1678,2374,ABQ,MAF,2008-01-04 16:17:00,2008-01-04 18:13:00
1679,580,ABQ,MCI,2008-01-04 20:11:00,2008-01-04 22:57:00
1680,3245,ABQ,MCO,2008-01-04 13:05:00,2008-01-04 18:29:00
1681,2524,ABQ,MDW,2008-01-04 09:50:00,2008-01-04 13:11:00
1682,231,ABQ,OAK,2008-01-04 19:31:00,2008-01-04 21:22:00
1683,10,ABQ,PHX,2008-01-04 12:03:00,2008-01-04 13:14:00
1684,160,ABQ,PHX,2008-01-04 19:46:00,2008-01-04 20:53:00
1685,357,ABQ,PHX,2008-01-04 16:19:00,2008-01-04 17:26:00
1686,806,ABQ,PHX,2008-01-04 16:24:00,2008-01-04 17:29:00
1687,2871,ABQ,PHX,2008-01-04 19:03:00,2008-01-04 20:21:00
1688,137,ABQ,SAN,2008-01-04 12:28:00,2008-01-04 13:13:00
1689,574,ABQ,SAN,2008-01-04 20:00:00,2008-01-04 20:48:00
1690,2010,ABQ,SEA,2008-01-04 19:23:00,2008-01-04 21:26:00
1691,2270,ABQ,SEA,2008-01-04 08:48:00,2008-01-04 10:48:00
1692,406,ABQ,STL,2008-01-04 10:48:00,2008-01-04 13:49:00
1693,1655,ABQ,TUS,2008-01-04 10:31:00,2008-01-04 11:34:00
1694,182,ALB,BWI,2008-01-04 13:32:00,2008-01-04 14:37:00
1695,733,ALB,BWI,2008-01-04 10:20:00,2008-01-04 11:28:00
1696,1861,ALB,BWI,2008-01-04 18:31:00,2008-01-04 19:41:00
1697,2958,ALB,MCO,2008-01-04 08:16:00,2008-01-04 10:58:00
1698,3656,ALB,MCO,2008-01-04 12:25:00,2008-01-04 15:15:00
1699,3162,ALB,MDW,2008-01-04 16:21:00,2008-01-04 17:23:00
1700,1079,AMA,DAL,2008-01-04 16:38:00,2008-01-04 17:37:00
1701,510,AMA,DEN,2008-01-04 17:21:00,2008-01-04 17:35:00
1702,222,AUS,BNA,2008-01-04 07:13:00,2008-01-04 09:13:00
1703,330,AUS,BNA,2008-01-04 21:18:00,2008-01-04 23:04:00
1704,154,AUS,DAL,2008-01-04 15:13:00,2008-01-04 16:05:00
1705,1399,AUS,DAL,2008-01-04 21:10:00,2008-01-04 21:57:00
1706,3409,AUS,DAL,2008-01-04 19:43:00,2008-01-04 20:32:00
1707,2124,AUS,DEN,2008-01-04 14:50:00,2008-01-04 16:00:00
1708,231,AUS,ELP,2008-01-04 17:12:00,2008-01-04 17:47:00
1709,555,AUS,HOU,2008-01-04 19:48:00,2008-01-04 20:30:00
1710,1856,AUS,HOU,2008-01-04 17:14:00,2008-01-04 17:52:00
1711,2529,AUS,HOU,2008-01-04 21:08:00,2008-01-04 21:46:00
1712,3862,AUS,LAS,2008-01-04 19:57:00,2008-01-04 20:49:00
1713,160,AUS,LBB,2008-01-04 17:58:00,2008-01-04 19:02:00
1714,870,AUS,MDW,2008-01-04 18:18:00,2008-01-04 20:38:00
1715,3502,AUS,SAN,2008-01-04 09:29:00,2008-01-04 10:29:00
1716,304,AUS,TPA,2008-01-04 16:21:00,2008-01-04 19:32:00
1717,298,BDL,BNA,2008-01-04 14:02:00,2008-01-04 15:14:00
1718,1743,BDL,BWI,2008-01-04 13:39:00,2008-01-04 14:51:00
1719,3486,BDL,BWI,2008-01-04 18:49:00,2008-01-04 19:56:00
1720,3655,BDL,LAS,2008-01-04 07:06:00,2008-01-04 09:47:00
1721,452,BDL,MCO,2008-01-04 20:16:00,2008-01-04 22:51:00
1722,524,BDL,MCO,2008-01-04 12:11:00,2008-01-04 14:51:00
1723,3133,BDL,MCO,2008-01-04 07:01:00,2008-01-04 09:46:00
1724,1860,BDL,TPA,2008-01-04 10:13:00,2008-01-04 12:57:00
1725,3407,BDL,TPA,2008-01-04 19:29:00,2008-01-04 22:12:00
1726,2036,BHM,BWI,2008-01-04 17:58:00,2008-01-04 20:51:00
1727,112,BHM,DAL,2008-01-04 11:18:00,2008-01-04 13:00:00
1728,764,BHM,DAL,2008-01-04 17:31:00,2008-01-04 19:22:00
1729,3430,BHM,LAS,2008-01-04 10:16:00,2008-01-04 12:27:00
1730,2382,BHM,MCO,2008-01-04 19:26:00,2008-01-04 21:45:00
1731,2205,BHM,TPA,2008-01-04 17:58:00,2008-01-04 20:11:00
1732,813,BNA,AUS,2008-01-04 14:12:00,2008-01-04 16:18:00
1733,419,BNA,BDL,2008-01-04 18:56:00,2008-01-04 22:05:00
1734,112,BNA,BHM,2008-01-04 10:09:00,2008-01-04 10:51:00
1735,764,BNA,BHM,2008-01-04 16:25:00,2008-01-04 17:08:00
1736,48,BNA,BWI,2008-01-04 09:11:00,2008-01-04 11:43:00
1737,879,BNA,BWI,2008-01-04 17:20:00,2008-01-04 20:01:00
1738,1107,BNA,BWI,2008-01-04 21:57:00,2008-01-05 00:23:00
1739,1324,BNA,BWI,2008-01-04 19:57:00,2008-01-04 22:24:00
1740,222,BNA,CMH,2008-01-04 09:34:00,2008-01-04 11:40:00
1741,1668,BNA,CMH,2008-01-04 19:55:00,2008-01-04 22:02:00
1742,341,BNA,DEN,2008-01-04 09:36:00,2008-01-04 11:31:00
1743,2821,BNA,DEN,2008-01-04 19:02:00,2008-01-04 20:43:00
1744,3238,BNA,DTW,2008-01-04 18:54:00,2008-01-04 21:22:00
1745,959,BNA,FLL,2008-01-04 18:28:00,2008-01-04 21:19:00
1746,1026,BNA,HOU,2008-01-04 13:42:00,2008-01-04 15:30:00
1747,2183,BNA,HOU,2008-01-04 16:12:00,2008-01-04 18:01:00
1748,891,BNA,JAX,2008-01-04 20:56:00,2008-01-04 23:12:00
1749,2108,BNA,JAX,2008-01-04 08:04:00,2008-01-04 10:19:00
