id,Unnamed: 0,FlightNum,Origin,Dest,Distance,DepTime1,ArrTime1
1719,1719,3486,BDL,BWI,283,2008-01-04T18:49:00,2008-01-04T19:56:00
1720,1720,3655,BDL,LAS,2298,2008-01-04T07:06:00,2008-01-04T09:47:00
1721,1721,452,BDL,MCO,1050,2008-01-04T20:16:00,2008-01-04T22:51:00
1722,1722,524,BDL,MCO,1050,2008-01-04T12:11:00,2008-01-04T14:51:00
1723,1723,3133,BDL,MCO,1050,2008-01-04T07:01:00,2008-01-04T09:46:00
1724,1724,1860,BDL,TPA,1111,2008-01-04T10:13:00,2008-01-04T12:57:00
1725,1725,3407,BDL,TPA,1111,2008-01-04T19:29:00,2008-01-04T22:12:00
1726,1726,2036,BHM,BWI,682,2008-01-04T17:58:00,2008-01-04T20:51:00
1727,1727,112,BHM,DAL,587,2008-01-04T11:18:00,2008-01-04T13:00:00
1728,1728,764,BHM,DAL,587,2008-01-04T17:31:00,2008-01-04T19:22:00
1729,1729,3430,BHM,LAS,1618,2008-01-04T10:16:00,2008-01-04T12:27:00
1730,1730,2382,BHM,MCO,478,2008-01-04T19:26:00,2008-01-04T21:45:00
1731,1731,2205,BHM,TPA,460,2008-01-04T17:58:00,2008-01-04T20:11:00
1732,1732,813,BNA,AUS,756,2008-01-04T14:12:00,2008-01-04T16:18:00
1733,1733,419,BNA,BDL,852,2008-01-04T18:56:00,2008-01-04T22:05:00
1734,1734,112,BNA,BHM,177,2008-01-04T10:09:00,2008-01-04T10:51:00
1735,1735,764,BNA,BHM,177,2008-01-04T16:25:00,2008-01-04T17:08:00
1736,1736,48,BNA,BWI,588,2008-01-04T09:11:00,2008-01-04T11:43:00
1737,1737,879,BNA,BWI,588,2008-01-04T17:20:00,2008-01-04T20:01:00
1738,1738,1107,BNA,BWI,588,2008-01-04T21:57:00,2008-01-05T00:23:00
1739,1739,1324,BNA,BWI,588,2008-01-04T19:57:00,2008-01-04T22:24:00
1740,1740,222,BNA,CMH,338,2008-01-04T09:34:00,2008-01-04T11:40:00
1741,1741,1668,BNA,CMH,338,2008-01-04T19:55:00,2008-01-04T22:02:00
1742,1742,341,BNA,DEN,1013,2008-01-04T09:36:00,2008-01-04T11:31:00
1743,1743,2821,BNA,DEN,1013,2008-01-04T19:02:00,2008-01-04T20:43:00
1744,1744,3238,BNA,DTW,457,2008-01-04T18:54:00,2008-01-04T21:22:00
1745,1745,959,BNA,FLL,793,2008-01-04T18:28:00,2008-01-04T21:19:00
1746,1746,1026,BNA,HOU,670,2008-01-04T13:42:00,2008-01-04T15:30:00
1747,1747,2183,BNA,HOU,670,2008-01-04T16:12:00,2008-01-04T18:01:00
1748,1748,891,BNA,JAX,484,2008-01-04T20:56:00,2008-01-04T23:12:00
1749,1749,2108,BNA,JAX,484,2008-01-04T08:04:00,2008-01-04T10:19:00
1750,1750,2194,BNA,LAS,1588,2008-01-04T20:31:00,2008-01-04T22:33:00
1751,1751,92,BNA,LAX,1797,2008-01-04T08:21:00,2008-01-04T11:10:00
1752,1752,2437,BNA,LAX,1797,2008-01-04T18:21:00,2008-01-04T21:29:00
1753,1753,1058,BNA,MCO,616,2008-01-04T17:45:00,2008-01-04T20:22:00
1754,1754,2032,BNA,MCO,616,2008-01-04T22:33:00,2008-01-05T01:03:00
1755,1755,3169,BNA,MCO,616,2008-01-04T15:42:00,2008-01-04T18:22:00
1756,1756,2195,BNA,MDW,395,2008-01-04T11:46:00,2008-01-04T13:03:00
1757,1757,2804,BNA,MDW,395,2008-01-04T18:11:00,2008-01-04T19:40:00
1758,1758,3676,BNA,MDW,395,2008-01-04T09:54:00,2008-01-04T11:13:00
1759,1759,570,BNA,MSY,471,2008-01-04T17:44:00,2008-01-04T18:52:00
1760,1760,689,BNA,MSY,471,2008-01-04T10:02:00,2008-01-04T11:16:00
1761,1761,145,BNA,ONT,1751,2008-01-04T15:45:00,2008-01-04T18:12:00
1762,1762,1580,BNA,PHX,1448,2008-01-04T07:23:00,2008-01-04T10:34:00
1763,1763,3492,BNA,PHX,1448,2008-01-04T18:51:00,2008-01-04T21:36:00
1764,1764,882,BNA,RDU,443,2008-01-04T18:25:00,2008-01-04T20:41:00
1765,1765,1262,BNA,RDU,443,2008-01-04T19:58:00,2008-01-04T22:16:00
1766,1766,3767,BNA,SAT,822,2008-01-04T08:37:00,2008-01-04T10:44:00
1767,1767,2380,BNA,SEA,1977,2008-01-04T16:18:00,2008-01-04T19:02:00
1768,1768,179,BNA,TPA,612,2008-01-04T21:29:00,2008-01-05T00:02:00
1769,1769,1576,BNA,TPA,612,2008-01-04T18:15:00,2008-01-04T20:48:00
1770,1770,239,BOI,GEG,287,2008-01-04T21:33:00,2008-01-05T21:26:00
1771,1771,3589,BOI,GEG,287,2008-01-04T17:22:00,2008-01-05T17:16:00
1772,1772,781,BOI,LAS,520,2008-01-04T10:10:00,2008-01-04T10:52:00
1773,1773,2991,BOI,LAS,520,2008-01-04T18:47:00,2008-01-04T19:34:00
1774,1774,318,BOI,OAK,511,2008-01-04T15:50:00,2008-01-04T16:46:00
1775,1775,538,BOI,PDX,344,2008-01-04T20:03:00,2008-01-04T20:14:00
1776,1776,1403,BOI,RNO,335,2008-01-04T19:49:00,2008-01-04T00:00:00
1777,1777,783,BOI,SLC,291,2008-01-04T13:21:00,2008-01-04T14:19:00
1778,1778,2377,BOI,SLC,291,2008-01-04T15:57:00,2008-01-04T16:51:00
1779,1779,171,BUF,BWI,281,2008-01-04T08:40:00,2008-01-04T09:40:00
1780,1780,503,BUF,BWI,281,2008-01-04T11:33:00,2008-01-04T12:33:00
1781,1781,1828,BUF,BWI,281,2008-01-04T16:17:00,2008-01-04T17:17:00
1782,1782,127,BUF,LAS,1987,2008-01-04T11:29:00,2008-01-04T13:29:00
1783,1783,990,BUF,MCO,1011,2008-01-04T13:28:00,2008-01-04T15:48:00
1784,1784,1569,BUF,MCO,1011,2008-01-04T07:34:00,2008-01-04T10:03:00
1785,1785,3773,BUF,MCO,1011,2008-01-04T18:27:00,2008-01-04T20:54:00
1786,1786,280,BUF,MDW,468,2008-01-04T09:56:00,2008-01-04T10:29:00
1787,1787,689,BUF,MDW,468,2008-01-04T07:01:00,2008-01-04T07:33:00
1788,1788,1009,BUF,MDW,468,2008-01-04T17:59:00,2008-01-04T18:30:00
1789,1789,774,BUF,PHX,1912,2008-01-04T16:43:00,2008-01-04T19:24:00
1790,1790,2178,BUF,TPA,1054,2008-01-04T08:00:00,2008-01-04T10:31:00
1791,1791,3576,BUF,TPA,1054,2008-01-04T15:37:00,2008-01-04T18:09:00
1792,1792,504,BUR,LAS,223,2008-01-04T18:21:00,2008-01-04T19:12:00
1793,1793,997,BUR,LAS,223,2008-01-04T08:53:00,2008-01-04T09:48:00
1794,1794,1171,BUR,LAS,223,2008-01-04T11:39:00,2008-01-04T12:40:00
1795,1795,1660,BUR,LAS,223,2008-01-04T12:28:00,2008-01-04T13:36:00
1796,1796,1776,BUR,LAS,223,2008-01-04T10:10:00,2008-01-04T11:12:00
1797,1797,1925,BUR,LAS,223,2008-01-04T15:05:00,2008-01-04T16:15:00
1798,1798,2032,BUR,LAS,223,2008-01-04T15:02:00,2008-01-04T16:11:00
1799,1799,2383,BUR,LAS,223,2008-01-04T15:53:00,2008-01-04T16:52:00
1800,1800,2457,BUR,LAS,223,2008-01-04T18:40:00,2008-01-04T19:41:00
1801,1801,2540,BUR,LAS,223,2008-01-04T21:48:00,2008-01-04T23:02:00
1802,1802,2550,BUR,LAS,223,2008-01-04T19:42:00,2008-01-04T20:39:00
1803,1803,10,BUR,OAK,325,2008-01-04T14:43:00,2008-01-04T16:02:00
1804,1804,219,BUR,OAK,325,2008-01-04T22:00:00,2008-01-04T23:18:00
1805,1805,391,BUR,OAK,325,2008-01-04T19:56:00,2008-01-04T21:08:00
1806,1806,670,BUR,OAK,325,2008-01-04T08:16:00,2008-01-04T09:46:00
1807,1807,682,BUR,OAK,325,2008-01-04T13:54:00,2008-01-04T15:19:00
1808,1808,850,BUR,OAK,325,2008-01-04T15:01:00,2008-01-04T16:37:00
1809,1809,1132,BUR,OAK,325,2008-01-04T17:14:00,2008-01-04T18:27:00
1810,1810,1246,BUR,OAK,325,2008-01-04T21:06:00,2008-01-04T22:14:00
1811,1811,1339,BUR,OAK,325,2008-01-04T17:51:00,2008-01-04T19:07:00
1812,1812,1398,BUR,OAK,325,2008-01-04T17:10:00,2008-01-04T18:30:00
1813,1813,1587,BUR,OAK,325,2008-01-04T19:10:00,2008-01-04T20:36:00
1814,1814,2182,BUR,OAK,325,2008-01-04T18:17:00,2008-01-04T19:38:00
1815,1815,325,BUR,PHX,369,2008-01-04T21:26:00,2008-01-04T23:50:00
1816,1816,444,BUR,PHX,369,2008-01-04T21:08:00,2008-01-04T23:26:00
1817,1817,481,BUR,PHX,369,2008-01-04T16:50:00,2008-01-04T19:06:00
1818,1818,891,BUR,PHX,369,2008-01-04T13:43:00,2008-01-04T16:00:00
1819,1819,940,BUR,PHX,369,2008-01-04T09:54:00,2008-01-04T12:19:00
1820,1820,980,BUR,PHX,369,2008-01-04T18:51:00,2008-01-04T21:10:00
1821,1821,2614,BUR,PHX,369,2008-01-04T14:50:00,2008-01-04T17:01:00
1822,1822,2787,BUR,PHX,369,2008-01-04T08:00:00,2008-01-04T10:14:00
1823,1823,921,BUR,SJC,296,2008-01-04T19:39:00,2008-01-04T20:42:00
1824,1824,1306,BUR,SJC,296,2008-01-04T20:13:00,2008-01-04T21:25:00
1825,1825,1328,BUR,SJC,296,2008-01-04T15:40:00,2008-01-04T16:39:00
1826,1826,2871,BUR,SJC,296,2008-01-04T21:33:00,2008-01-04T22:37:00
1827,1827,2874,BUR,SJC,296,2008-01-04T14:28:00,2008-01-04T15:31:00
1828,1828,3237,BUR,SJC,296,2008-01-04T16:30:00,2008-01-04T17:43:00
1829,1829,3426,BUR,SJC,296,2008-01-04T12:54:00,2008-01-04T14:17:00
1830,1830,148,BUR,SMF,358,2008-01-04T20:25:00,2008-01-04T21:35:00
1831,1831,178,BUR,SMF,358,2008-01-04T07:37:00,2008-01-04T00:00:00
1832,1832,333,BUR,SMF,358,2008-01-04T21:16:00,2008-01-04T22:41:00
1833,1833,734,BUR,SMF,358,2008-01-04T16:51:00,2008-01-04T18:09:00
1834,1834,957,BUR,SMF,358,2008-01-04T12:14:00,2008-01-04T13:59:00
1835,1835,1586,BUR,SMF,358,2008-01-04T13:53:00,2008-01-04T15:10:00
1836,1836,2284,BUR,SMF,358,2008-01-04T18:41:00,2008-01-04T19:54:00
1837,1837,2370,BUR,SMF,358,2008-01-04T15:33:00,2008-01-04T16:45:00
1838,1838,2699,BUR,SMF,358,2008-01-04T12:02:00,2008-01-04T13:51:00
1839,1839,922,BWI,ALB,288,2008-01-04T08:36:00,2008-01-04T09:43:00
1840,1840,1774,BWI,ALB,288,2008-01-04T16:52:00,2008-01-04T17:55:00
1841,1841,3569,BWI,ALB,288,2008-01-04T10:35:00,2008-01-04T11:43:00
1842,1842,1686,BWI,BDL,283,2008-01-04T21:36:00,2008-01-04T22:36:00
1843,1843,3320,BWI,BDL,283,2008-01-04T17:51:00,2008-01-04T18:56:00
1844,1844,623,BWI,BHM,682,2008-01-04T18:28:00,2008-01-04T19:17:00
1845,1845,1857,BWI,BHM,682,2008-01-04T13:17:00,2008-01-04T14:01:00
1846,1846,92,BWI,BNA,588,2008-01-04T07:10:00,2008-01-04T07:57:00
1847,1847,145,BWI,BNA,588,2008-01-04T14:02:00,2008-01-04T14:41:00
1848,1848,127,BWI,BUF,281,2008-01-04T09:47:00,2008-01-04T10:51:00
1849,1849,134,BWI,BUF,281,2008-01-04T07:05:00,2008-01-04T08:05:00
1850,1850,903,BWI,BUF,281,2008-01-04T11:56:00,2008-01-04T12:55:00
1851,1851,1830,BWI,BUF,281,2008-01-04T21:29:00,2008-01-04T22:30:00
1852,1852,3489,BWI,BUF,281,2008-01-04T14:03:00,2008-01-04T15:03:00
1853,1853,1049,BWI,DEN,1491,2008-01-04T07:16:00,2008-01-04T09:20:00
1854,1854,2707,BWI,DEN,1491,2008-01-04T12:20:00,2008-01-04T14:10:00
1855,1855,3331,BWI,DEN,1491,2008-01-04T18:57:00,2008-01-04T20:51:00
1856,1856,3049,BWI,DTW,408,2008-01-04T11:37:00,2008-01-04T12:58:00
1857,1857,3691,BWI,DTW,408,2008-01-04T15:24:00,2008-01-04T16:43:00
1858,1858,3486,BWI,FLL,925,2008-01-04T20:27:00,2008-01-04T22:41:00
1859,1859,2436,BWI,HOU,1246,2008-01-04T12:07:00,2008-01-04T14:15:00
1860,1860,2795,BWI,HOU,1246,2008-01-04T17:01:00,2008-01-04T19:19:00
1861,1861,535,BWI,IND,515,2008-01-04T08:39:00,2008-01-04T10:19:00
1862,1862,432,BWI,ISP,220,2008-01-04T12:21:00,2008-01-04T13:17:00
1863,1863,1571,BWI,ISP,220,2008-01-04T07:06:00,2008-01-04T08:07:00
1864,1864,1678,BWI,ISP,220,2008-01-04T20:22:00,2008-01-04T21:13:00
1865,1865,2124,BWI,JAN,888,2008-01-04T09:45:00,2008-01-04T11:00:00
1866,1866,3154,BWI,JAN,888,2008-01-04T17:47:00,2008-01-04T19:05:00
1867,1867,54,BWI,JAX,663,2008-01-04T15:12:00,2008-01-04T17:05:00
1868,1868,1928,BWI,LAS,2106,2008-01-04T09:08:00,2008-01-04T11:28:00
1869,1869,3239,BWI,MCI,967,2008-01-04T19:00:00,2008-01-04T20:41:00
1870,1870,69,BWI,MCO,787,2008-01-04T07:13:00,2008-01-04T09:25:00
1871,1871,168,BWI,MCO,787,2008-01-04T19:33:00,2008-01-04T21:40:00
1872,1872,171,BWI,MCO,787,2008-01-04T10:12:00,2008-01-04T12:21:00
1873,1873,2702,BWI,MDW,611,2008-01-04T06:29:00,2008-01-04T07:25:00
1874,1874,726,BWI,MHT,377,2008-01-04T08:36:00,2008-01-04T09:58:00
1875,1875,889,BWI,MHT,377,2008-01-04T10:12:00,2008-01-04T11:25:00
1876,1876,2801,BWI,MHT,377,2008-01-04T16:22:00,2008-01-04T17:33:00
1877,1877,3604,BWI,MHT,377,2008-01-04T11:36:00,2008-01-04T12:46:00
1878,1878,2101,BWI,MSY,998,2008-01-04T10:01:00,2008-01-04T11:26:00
1879,1879,2553,BWI,OKC,1180,2008-01-04T16:55:00,2008-01-04T19:00:00
1880,1880,48,BWI,ORF,159,2008-01-04T12:23:00,2008-01-04T13:07:00
1881,1881,879,BWI,ORF,159,2008-01-04T20:31:00,2008-01-04T21:14:00
1882,1882,1134,BWI,ORF,159,2008-01-04T08:16:00,2008-01-04T08:59:00
1883,1883,1828,BWI,ORF,159,2008-01-04T17:47:00,2008-01-04T18:32:00
1884,1884,733,BWI,PBI,883,2008-01-04T12:09:00,2008-01-04T14:34:00
1885,1885,489,BWI,PHX,1999,2008-01-04T17:57:00,2008-01-04T20:47:00
1886,1886,2359,BWI,PHX,1999,2008-01-04T14:09:00,2008-01-04T17:10:00
1887,1887,2442,BWI,PHX,1999,2008-01-04T11:24:00,2008-01-04T14:27:00
1888,1888,3572,BWI,PHX,1999,2008-01-04T06:33:00,2008-01-04T09:43:00
1889,1889,3505,BWI,PIT,210,2008-01-04T19:05:00,2008-01-04T19:59:00
1890,1890,99,BWI,PVD,328,2008-01-04T11:08:00,2008-01-04T12:14:00
1891,1891,394,BWI,PVD,328,2008-01-04T19:55:00,2008-01-04T21:01:00
1892,1892,505,BWI,PVD,328,2008-01-04T21:47:00,2008-01-04T22:52:00
1893,1893,2621,BWI,PVD,328,2008-01-04T13:34:00,2008-01-04T14:42:00
1894,1894,182,BWI,RDU,255,2008-01-04T15:16:00,2008-01-04T16:14:00
1895,1895,1154,BWI,RDU,255,2008-01-04T21:34:00,2008-01-04T22:31:00
1896,1896,1414,BWI,RDU,255,2008-01-04T12:03:00,2008-01-04T13:01:00
1897,1897,3046,BWI,RDU,255,2008-01-04T17:08:00,2008-01-04T18:05:00
1898,1898,1743,BWI,RSW,919,2008-01-04T15:21:00,2008-01-04T17:41:00
1899,1899,1320,BWI,SAN,2295,2008-01-04T18:47:00,2008-01-04T21:18:00
1900,1900,3679,BWI,SAN,2295,2008-01-04T08:59:00,2008-01-04T11:49:00
1901,1901,572,BWI,SAT,1407,2008-01-04T15:45:00,2008-01-04T18:12:00
1902,1902,2266,BWI,SAT,1407,2008-01-04T11:08:00,2008-01-04T13:42:00
1903,1903,3141,BWI,SLC,1864,2008-01-04T09:00:00,2008-01-04T11:59:00
1904,1904,1062,BWI,STL,737,2008-01-04T19:35:00,2008-01-04T20:47:00
1905,1905,2527,BWI,STL,737,2008-01-04T06:36:00,2008-01-04T07:49:00
1906,1906,503,BWI,TPA,842,2008-01-04T13:12:00,2008-01-04T15:33:00
1907,1907,2210,BWI,TPA,842,2008-01-04T21:22:00,2008-01-04T23:28:00
1908,1908,2872,BWI,TPA,842,2008-01-04T08:11:00,2008-01-04T10:23:00
1909,1909,1576,CLE,BNA,448,2008-01-04T16:57:00,2008-01-04T17:22:00
1910,1910,387,CLE,MCO,895,2008-01-04T11:07:00,2008-01-04T13:23:00
1911,1911,313,CLE,MDW,307,2008-01-04T19:10:00,2008-01-04T19:16:00
1912,1912,2630,CLE,MDW,307,2008-01-04T08:52:00,2008-01-04T09:02:00
1913,1913,2453,CLE,STL,487,2008-01-04T14:07:00,2008-01-04T14:37:00
1914,1914,143,CMH,BWI,336,2008-01-04T07:32:00,2008-01-04T08:36:00
1915,1915,2474,CMH,BWI,336,2008-01-04T20:13:00,2008-01-04T21:17:00
1916,1916,3834,CMH,LAS,1772,2008-01-04T07:26:00,2008-01-04T08:56:00
1917,1917,2107,CMH,MCO,802,2008-01-04T16:11:00,2008-01-04T18:03:00
1918,1918,151,CMH,MDW,284,2008-01-04T08:48:00,2008-01-05T08:47:00
1919,1919,319,CMH,MDW,284,2008-01-04T07:53:00,2008-01-04T07:59:00
1920,1920,556,CMH,MDW,284,2008-01-04T19:39:00,2008-01-04T19:47:00
1921,1921,1143,CMH,MDW,284,2008-01-04T20:58:00,2008-01-04T21:01:00
1922,1922,52,CRP,HOU,187,2008-01-04T17:51:00,2008-01-04T18:53:00
1923,1923,467,DAL,ABQ,580,2008-01-04T10:51:00,2008-01-04T11:38:00
1924,1924,574,DAL,ABQ,580,2008-01-04T18:55:00,2008-01-04T19:38:00
1925,1925,1135,DAL,ABQ,580,2008-01-04T14:10:00,2008-01-04T14:51:00
1926,1926,2010,DAL,ABQ,580,2008-01-04T18:11:00,2008-01-04T18:55:00
1927,1927,2027,DAL,ABQ,580,2008-01-04T19:41:00,2008-01-04T20:28:00
1928,1928,510,DAL,AMA,324,2008-01-04T15:52:00,2008-01-04T17:02:00
1929,1929,1312,DAL,AUS,189,2008-01-04T19:50:00,2008-01-04T20:41:00
1930,1930,1760,DAL,AUS,189,2008-01-04T18:42:00,2008-01-04T19:29:00
1931,1931,2969,DAL,AUS,189,2008-01-04T20:32:00,2008-01-04T21:18:00
1932,1932,2382,DAL,BHM,587,2008-01-04T17:47:00,2008-01-04T19:09:00
1933,1933,50,DAL,ELP,562,2008-01-04T20:30:00,2008-01-04T21:12:00
1934,1934,3,DAL,HOU,239,2008-01-04T07:37:00,2008-01-04T08:37:00
1935,1935,23,DAL,HOU,239,2008-01-04T12:10:00,2008-01-04T13:02:00
1936,1936,29,DAL,HOU,239,2008-01-04T13:38:00,2008-01-04T14:40:00
1937,1937,31,DAL,HOU,239,2008-01-04T14:14:00,2008-01-04T15:07:00
1938,1938,33,DAL,HOU,239,2008-01-04T15:06:00,2008-01-04T16:07:00
1939,1939,41,DAL,HOU,239,2008-01-04T16:37:00,2008-01-04T17:33:00
1940,1940,43,DAL,HOU,239,2008-01-04T17:12:00,2008-01-04T18:06:00
1941,1941,45,DAL,HOU,239,2008-01-04T17:41:00,2008-01-04T18:38:00
1942,1942,47,DAL,HOU,239,2008-01-04T18:15:00,2008-01-04T19:10:00
1943,1943,49,DAL,HOU,239,2008-01-04T18:56:00,2008-01-04T19:55:00
1944,1944,51,DAL,HOU,239,2008-01-04T19:42:00,2008-01-04T20:39:00
1945,1945,59,DAL,HOU,239,2008-01-04T21:24:00,2008-01-04T22:18:00
1946,1946,46,DAL,LBB,293,2008-01-04T18:52:00,2008-01-04T19:52:00
1947,1947,8,DAL,LIT,296,2008-01-04T09:22:00,2008-01-04T10:23:00
1948,1948,56,DAL,LIT,296,2008-01-04T21:35:00,2008-01-04T22:28:00
1949,1949,397,DAL,LIT,296,2008-01-04T19:32:00,2008-01-04T20:27:00
1950,1950,438,DAL,LIT,296,2008-01-04T14:39:00,2008-01-04T15:36:00
1951,1951,3168,DAL,LIT,296,2008-01-04T17:05:00,2008-01-04T18:02:00
1952,1952,24,DAL,MAF,319,2008-01-04T13:39:00,2008-01-04T14:48:00
1953,1953,44,DAL,MAF,319,2008-01-04T18:30:00,2008-01-04T19:35:00
1954,1954,317,DAL,MAF,319,2008-01-04T17:02:00,2008-01-04T18:11:00
1955,1955,26,DAL,MCI,461,2008-01-04T14:04:00,2008-01-04T15:22:00
1956,1956,48,DAL,MCI,461,2008-01-04T19:47:00,2008-01-04T21:06:00
1957,1957,154,DAL,MCI,461,2008-01-04T16:38:00,2008-01-04T18:04:00
1958,1958,432,DAL,MSY,437,2008-01-04T06:59:00,2008-01-04T08:08:00
1959,1959,688,DAL,MSY,437,2008-01-04T20:39:00,2008-01-04T21:47:00
1960,1960,1170,DAL,MSY,437,2008-01-04T12:25:00,2008-01-04T13:33:00
1961,1961,2624,DAL,MSY,437,2008-01-04T18:59:00,2008-01-04T20:17:00
1962,1962,303,DAL,OKC,181,2008-01-04T15:17:00,2008-01-04T16:03:00
1963,1963,426,DAL,SAT,248,2008-01-04T19:47:00,2008-01-04T20:42:00
1964,1964,1166,DAL,SAT,248,2008-01-04T18:13:00,2008-01-04T19:11:00
1965,1965,1679,DAL,SAT,248,2008-01-04T15:32:00,2008-01-04T16:27:00
1966,1966,1936,DAL,SAT,248,2008-01-04T17:33:00,2008-01-04T18:25:00
1967,1967,2553,DAL,SAT,248,2008-01-04T21:07:00,2008-01-04T22:01:00
1968,1968,141,DAL,STL,546,2008-01-04T18:08:00,2008-01-04T19:32:00
1969,1969,1156,DAL,STL,546,2008-01-04T21:02:00,2008-01-04T22:25:00
1970,1970,3949,DAL,STL,546,2008-01-04T13:31:00,2008-01-04T15:02:00
1971,1971,271,DAL,TUL,237,2008-01-04T21:15:00,2008-01-04T22:06:00
1972,1972,806,DEN,ABQ,349,2008-01-04T14:37:00,2008-01-04T15:48:00
1973,1973,1856,DEN,AUS,775,2008-01-04T13:58:00,2008-01-04T16:52:00
1974,1974,1262,DEN,BNA,1013,2008-01-04T16:14:00,2008-01-04T19:26:00
1975,1975,494,DEN,BWI,1491,2008-01-04T17:36:00,2008-01-04T22:34:00
1976,1976,2907,DEN,HOU,883,2008-01-04T20:41:00,2008-01-04T23:43:00
1977,1977,341,DEN,LAS,629,2008-01-04T12:05:00,2008-01-04T13:02:00
1978,1978,510,DEN,LAS,629,2008-01-04T18:00:00,2008-01-04T18:54:00
1979,1979,2367,DEN,LAS,629,2008-01-04T19:01:00,2008-01-04T19:54:00
1980,1980,3328,DEN,LAS,629,2008-01-04T14:43:00,2008-01-04T15:34:00
1981,1981,1568,DEN,MCI,533,2008-01-04T19:04:00,2008-01-04T21:36:00
1982,1982,2039,DEN,MCI,533,2008-01-04T15:47:00,2008-01-04T18:16:00
1983,1983,706,DEN,MCO,1545,2008-01-04T16:53:00,2008-01-04T22:00:00
1984,1984,255,DEN,MDW,895,2008-01-04T12:24:00,2008-01-04T15:23:00
1985,1985,1585,DEN,MDW,895,2008-01-04T21:53:00,2008-01-05T00:57:00
1986,1986,2786,DEN,MDW,895,2008-01-04T20:03:00,2008-01-04T23:07:00
1987,1987,3050,DEN,MDW,895,2008-01-04T13:34:00,2008-01-04T16:39:00
1988,1988,689,DEN,OAK,957,2008-01-04T15:23:00,2008-01-04T17:11:00
1989,1989,1049,DEN,OAK,957,2008-01-04T09:55:00,2008-01-04T11:43:00
1990,1990,1063,DEN,OAK,957,2008-01-04T18:14:00,2008-01-04T20:35:00
1991,1991,1760,DEN,OKC,495,2008-01-04T14:38:00,2008-01-04T17:03:00
1992,1992,123,DEN,PHX,602,2008-01-04T12:00:00,2008-01-04T13:48:00
1993,1993,381,DEN,PHX,602,2008-01-04T19:35:00,2008-01-04T21:14:00
1994,1994,1237,DEN,PHX,602,2008-01-04T09:52:00,2008-01-04T11:39:00
1995,1995,977,DEN,SEA,1024,2008-01-04T20:38:00,2008-01-04T22:26:00
1996,1996,2124,DEN,SEA,1024,2008-01-04T16:29:00,2008-01-04T18:28:00
1997,1997,130,DEN,SLC,391,2008-01-04T12:54:00,2008-01-04T14:32:00
1998,1998,1852,DEN,SLC,391,2008-01-04T17:02:00,2008-01-04T18:31:00
1999,1999,2360,DEN,SLC,391,2008-01-04T09:16:00,2008-01-04T10:49:00
2000,2000,3331,DEN,SLC,391,2008-01-04T21:14:00,2008-01-04T22:48:00
2001,2001,963,DEN,TPA,1506,2008-01-04T16:49:00,2008-01-04T22:11:00
2002,2002,570,DTW,BNA,457,2008-01-04T16:45:00,2008-01-04T17:02:00
2003,2003,3136,DTW,BNA,457,2008-01-04T13:35:00,2008-01-04T13:53:00
2004,2004,426,DTW,BWI,408,2008-01-04T11:41:00,2008-01-04T12:58:00
2005,2005,49,DTW,MDW,229,2008-01-04T14:41:00,2008-01-05T14:40:00
2006,2006,1023,DTW,MDW,229,2008-01-04T19:41:00,2008-01-04T19:45:00
2007,2007,3491,DTW,MDW,229,2008-01-04T20:57:00,2008-01-05T20:54:00
2008,2008,982,DTW,STL,440,2008-01-04T18:59:00,2008-01-04T19:27:00
2009,2009,1679,DTW,STL,440,2008-01-04T12:15:00,2008-01-04T12:44:00
2010,2010,2524,ELP,ABQ,223,2008-01-04T08:33:00,2008-01-04T09:20:00
2011,2011,330,ELP,AUS,528,2008-01-04T18:41:00,2008-01-04T20:58:00
2012,2012,1671,ELP,AUS,528,2008-01-04T21:38:00,2008-01-04T23:59:00
2013,2013,23,ELP,DAL,562,2008-01-04T09:20:00,2008-01-04T11:48:00
2014,2014,31,ELP,DAL,562,2008-01-04T11:19:00,2008-01-04T13:45:00
2015,2015,1156,ELP,DAL,562,2008-01-04T18:11:00,2008-01-04T20:42:00
2016,2016,2192,ELP,DAL,562,2008-01-04T20:32:00,2008-01-04T22:48:00
2017,2017,2635,ELP,DAL,562,2008-01-04T14:03:00,2008-01-04T16:32:00
2018,2018,894,ELP,HOU,677,2008-01-04T18:09:00,2008-01-04T20:43:00
2019,2019,2280,ELP,HOU,677,2008-01-04T13:54:00,2008-01-04T16:28:00
2020,2020,391,ELP,LAS,584,2008-01-04T16:44:00,2008-01-04T17:32:00
2021,2021,511,ELP,LAX,714,2008-01-04T12:07:00,2008-01-04T13:42:00
2022,2022,1414,ELP,LAX,714,2008-01-04T19:10:00,2008-01-04T20:40:00
2023,2023,2969,ELP,LAX,714,2008-01-04T08:32:00,2008-01-04T09:39:00
2024,2024,1745,ELP,LBB,295,2008-01-04T19:22:00,2008-01-04T21:15:00
2025,2025,50,ELP,PHX,347,2008-01-04T21:32:00,2008-01-04T22:45:00
2026,2026,2361,ELP,PHX,347,2008-01-04T18:04:00,2008-01-04T19:19:00
2027,2027,116,ELP,SAT,496,2008-01-04T15:13:00,2008-01-04T17:26:00
2028,2028,500,ELP,SAT,496,2008-01-04T18:54:00,2008-01-04T21:04:00
2029,2029,3419,ELP,SAT,496,2008-01-04T12:14:00,2008-01-04T14:22:00
2030,2030,48,FLL,BNA,793,2008-01-04T07:17:00,2008-01-04T08:34:00
